0.018013,       0.350759,       0.550621
0.025926,       0.351768,       0.549169
0.033826,       0.352811,       0.547716
0.042005,       0.353841,       0.546281
0.049338,       0.354908,        0.54484
0.056017,       0.355959,       0.543414
0.062265,       0.357028,       0.541994
0.068128,         0.3581,       0.540593
0.073701,       0.359182,       0.539198
0.078892,       0.360282,       0.537826
0.084046,       0.361406,        0.53646
0.088911,       0.362538,       0.535106
0.093625,       0.363683,        0.53377
0.098277,        0.36485,       0.532469
0.102767,       0.366043,       0.531173
0.107196,       0.367238,       0.529904
 0.11153,       0.368473,        0.52866
0.115796,       0.369711,       0.527433
0.119983,       0.370978,        0.52624
0.124153,       0.372273,       0.525066
0.128323,         0.3736,       0.523925
0.132437,       0.374944,       0.522816
  0.1365,       0.376327,        0.52173
0.140616,       0.377721,       0.520689
0.144686,       0.379151,       0.519678
0.148719,        0.38062,       0.518714
0.152787,       0.382103,       0.517778
 0.15688,       0.383639,        0.51688
0.160967,       0.385187,       0.516015
0.165034,        0.38678,       0.515209
0.169188,       0.388418,        0.51445
0.173284,       0.390074,       0.513728
0.177458,       0.391784,       0.513049
0.181592,       0.393517,       0.512422
 0.18583,         0.3953,       0.511845
0.190026,       0.397104,       0.511321
0.194305,       0.398958,        0.51085
0.198549,       0.400868,       0.510433
0.202868,       0.402785,       0.510071
0.207227,       0.404752,       0.509765
0.211608,        0.40677,       0.509516
0.216023,       0.408819,       0.509326
0.220468,       0.410915,       0.509193
0.224906,       0.413048,        0.50912
0.229427,       0.415209,       0.509106
 0.23398,       0.417425,       0.509152
0.238555,        0.41967,       0.509259
0.243169,       0.421944,       0.509426
0.247844,       0.424274,       0.509654
0.252519,       0.426636,       0.509944
0.257235,       0.429035,       0.510295
 0.26198,       0.431476,       0.510707
0.266757,       0.433929,       0.511179
0.271562,       0.436442,       0.511713
0.276427,       0.438969,       0.512307
0.281279,       0.441547,        0.51296
0.286174,        0.44415,       0.513674
0.291121,       0.446773,       0.514442
0.296067,       0.449435,       0.515256
 0.30104,       0.452126,       0.516129
0.306067,       0.454839,       0.517072
0.311084,       0.457568,       0.518054
0.316136,       0.460327,       0.519088
0.321195,       0.463112,       0.520158
0.326271,       0.465925,       0.521293
0.331376,       0.468763,       0.522466
0.336503,       0.471617,       0.523691
0.341646,       0.474484,        0.52495
0.346799,       0.477365,       0.526255
0.351949,        0.48027,       0.527589
0.357142,       0.483182,       0.528972
0.362317,       0.486115,       0.530374
0.367501,        0.48906,       0.531815
0.372703,       0.492024,       0.533281
0.377914,       0.494993,       0.534782
0.383132,       0.497979,       0.536306
0.388342,       0.500959,       0.537855
0.393557,       0.503956,       0.539411
0.398777,       0.506954,       0.540996
   0.404,       0.509965,       0.542602
0.409218,       0.512981,       0.544212
0.414432,       0.515995,       0.545841
 0.41965,       0.519033,       0.547467
0.424857,       0.522048,       0.549112
0.430056,       0.525086,       0.550751
0.435257,       0.528117,       0.552399
0.440432,       0.531151,        0.55404
0.445604,       0.534181,       0.555673
0.450777,       0.537224,       0.557322
0.455926,       0.540248,       0.558938
0.461063,       0.543281,        0.56056
0.466184,       0.546313,       0.562171
0.471298,       0.549333,       0.563759
0.476382,       0.552353,       0.565318
0.481447,       0.555359,       0.566883
0.486494,       0.558366,       0.568406
0.491529,       0.561375,       0.569911
0.496511,       0.564373,       0.571394
0.501497,       0.567363,       0.572853
0.506434,       0.570334,       0.574264
0.511351,       0.573311,       0.575664
0.516233,       0.576275,       0.577015
0.521092,       0.579218,       0.578325
0.525913,       0.582146,       0.579613
0.530693,       0.585077,       0.580845
0.535431,       0.587976,       0.582038
0.540137,       0.590874,       0.583189
0.544802,       0.593755,       0.584297
0.549422,       0.596618,       0.585361
0.553992,       0.599465,       0.586365
0.558512,       0.602287,       0.587319
0.563002,       0.605094,       0.588223
0.567427,       0.607888,       0.589076
0.571798,       0.610651,       0.589876
 0.57613,       0.613389,       0.590621
 0.58039,       0.616118,       0.591311
0.584599,       0.618823,       0.591946
0.588745,       0.621488,        0.59252
 0.59285,       0.624146,       0.593031
0.596881,       0.626766,       0.593482
0.600848,       0.629364,       0.593876
0.604762,        0.63194,        0.59421
0.608614,       0.634489,       0.594485
0.612386,       0.637005,         0.5947
0.616108,       0.639492,       0.594855
0.619766,       0.641951,        0.59495
0.623353,       0.644379,       0.594986
0.626869,       0.646788,       0.594963
 0.63033,       0.649163,        0.59488
 0.63372,       0.651506,        0.59474
0.637043,       0.653816,       0.594542
0.640302,       0.656106,       0.594288
0.643489,       0.658356,       0.593978
0.646622,       0.660577,       0.593613
0.649688,        0.66278,       0.593195
0.652681,       0.664939,       0.592725
0.655625,       0.667078,       0.592201
0.658498,       0.669191,       0.591621
0.661315,       0.671269,       0.590991
0.664071,       0.673324,       0.590315
0.666762,       0.675347,       0.589592
0.669407,       0.677352,       0.588824
0.671988,       0.679316,       0.588014
0.674515,        0.68126,       0.587161
0.676996,       0.683188,        0.58627
0.679411,       0.685086,       0.585337
0.681782,       0.686958,       0.584356
0.684106,       0.688813,        0.58334
0.686388,       0.690633,        0.58229
0.688623,       0.692451,       0.581208
0.690803,       0.694226,       0.580096
0.692958,       0.696002,       0.578945
0.695057,       0.697744,       0.577758
0.697123,       0.699474,       0.576563
0.699151,       0.701189,       0.575319
0.701148,       0.702889,       0.574052
0.703111,       0.704568,       0.572773
0.705037,       0.706239,       0.571455
0.706939,       0.707888,       0.570119
0.708812,       0.709534,       0.568766
0.710652,       0.711164,       0.567398
0.712465,       0.712776,       0.566002
0.714262,       0.714386,       0.564593
0.716043,       0.715996,       0.563175
0.717795,        0.71759,       0.561735
 0.71953,       0.719173,       0.560283
0.721243,       0.720751,       0.558812
0.722948,       0.722327,       0.557351
0.724644,       0.723904,       0.555854
0.726322,       0.725482,       0.554375
0.727989,       0.727048,       0.552876
0.729654,       0.728619,        0.55138
0.731305,       0.730196,       0.549877
 0.73296,        0.73177,       0.548378
0.734608,        0.73335,        0.54687
0.736247,       0.734937,       0.545368
0.737894,       0.736523,       0.543867
0.739553,       0.738123,       0.542376
0.741196,       0.739743,       0.540887
0.742865,       0.741355,       0.539408
0.744528,       0.742998,       0.537952
0.746207,       0.744643,       0.536499
0.747902,        0.74631,       0.535057
  0.7496,          0.748,       0.533633
0.751333,       0.749698,       0.532246
0.753066,       0.751437,       0.530868
0.754839,       0.753183,       0.529524
0.756623,       0.754973,       0.528201
0.758441,       0.756781,       0.526921
0.760284,       0.758628,       0.525665
 0.76216,       0.760507,       0.524453
0.764075,       0.762421,       0.523289
0.766029,       0.764383,       0.522158
0.768018,       0.766385,       0.521095
0.770058,       0.768431,       0.520075
0.772146,       0.770535,       0.519134
0.774281,       0.772685,       0.518247
 0.77648,       0.774894,       0.517432
0.778729,        0.77717,       0.516685
0.781043,       0.779497,       0.516019
0.783422,         0.7819,       0.515451
0.785872,       0.784371,        0.51498
0.788391,       0.786913,       0.514607
0.790986,       0.789529,       0.514339
0.793667,       0.792226,       0.514183
0.796417,       0.795008,       0.514147
0.799266,       0.797874,       0.514237
0.802191,        0.80083,       0.514461
0.805212,       0.803876,       0.514822
0.808328,       0.807015,       0.515329
0.811535,       0.810241,       0.515991
0.814834,       0.813567,       0.516827
0.818231,        0.81699,       0.517823
 0.82173,       0.820503,       0.518989
0.825314,       0.824114,       0.520319
0.829003,       0.827817,       0.521841
0.832774,       0.831619,        0.52356
0.836643,       0.835499,       0.525456
0.840597,       0.839471,       0.527545
0.844633,       0.843518,        0.52983
0.848747,       0.847648,       0.532308
