0.666667,0,0,
0.685248,0.00612071,0,
0.703828,0.0122414,0,
0.722409,0.0183621,0,
0.74099,0.0244828,0,
0.75957,0.0306035,0,
0.778151,0.0367242,0,
0.796732,0.0428449,0,
0.815313,0.0489656,0,
0.833893,0.0550863,0,
0.852474,0.0612071,0,
0.871055,0.0673278,0,
0.889635,0.0734485,0,
0.908216,0.0795692,0,
0.926797,0.0856899,0,
0.945378,0.0918106,0,
0.963958,0.0979313,0,
0.982539,0.104052,0,
1,0.110691,0,
1,0.125415,0,
1,0.140139,0,
1,0.154863,0,
1,0.169587,0,
1,0.184311,0,
1,0.199035,0,
1,0.213759,0,
1,0.228483,0,
1,0.243207,0,
1,0.257931,0,
1,0.272655,0,
1,0.287379,0,
1,0.302103,0,
1,0.316827,0,
1,0.331551,0,
1,0.346275,0,
1,0.360999,0,
1,0.375723,0,
1,0.390447,0,
1,0.405171,0,
1,0.419895,0,
1,0.434619,0,
1,0.449343,0,
1,0.464067,0,
1,0.478791,0,
1,0.493515,0,
1,0.508239,0,
1,0.522963,0,
1,0.537687,0,
1,0.552411,0,
1,0.567135,0,
1,0.581859,0,
1,0.596583,0,
1,0.611307,0,
1,0.626031,0,
1,0.640755,0,
1,0.655479,0,
1,0.670203,0,
1,0.684927,0,
1,0.699651,0,
1,0.714375,0,
1,0.729099,0,
1,0.743823,0,
1,0.758547,0,
1,0.773271,0,
0.999816,0.784975,0.00373731,
0.999077,0.78762,0.0186854,
0.998339,0.790266,0.0336335,
0.997601,0.792911,0.0485816,
0.996863,0.795556,0.0635297,
0.996125,0.798201,0.0784778,
0.995387,0.800846,0.0934259,
0.994648,0.803491,0.108374,
0.99391,0.806136,0.123322,
0.993172,0.808782,0.13827,
0.992434,0.811427,0.153218,
0.991696,0.814072,0.168167,
0.990958,0.816717,0.183115,
0.990219,0.819362,0.198063,
0.989481,0.822007,0.213011,
0.988743,0.824652,0.227959,
0.988005,0.827298,0.242907,
0.987267,0.829943,0.257855,
0.986529,0.832588,0.272803,
0.98579,0.835233,0.287751,
0.985052,0.837878,0.302699,
0.984314,0.840523,0.317648,
0.983576,0.843168,0.332596,
0.982838,0.845814,0.347544,
0.982099,0.848459,0.362492,
0.981361,0.851104,0.37744,
0.980623,0.853749,0.392388,
0.979885,0.856394,0.407336,
0.979147,0.859039,0.422284,
0.978409,0.861684,0.437232,
0.97767,0.864329,0.45218,
0.976932,0.866975,0.467129,
0.976194,0.86962,0.482077,
0.975456,0.872265,0.497025,
0.974718,0.87491,0.511973,
0.973979,0.877555,0.526921,
0.973241,0.8802,0.541869,
0.972503,0.882845,0.556817,
0.971765,0.885491,0.571765,
0.971027,0.888136,0.586713,
0.970289,0.890781,0.601662,
0.96955,0.893426,0.61661,
0.968812,0.896071,0.631558,
0.968074,0.898716,0.646506,
0.967336,0.901361,0.661454,
0.966598,0.904007,0.676402,
0.96586,0.906652,0.69135,
0.965121,0.909297,0.706298,
0.964383,0.911942,0.721246,
0.963645,0.914587,0.736194,
0.962907,0.917232,0.751143,
0.962169,0.919877,0.766091,
0.96143,0.922522,0.781039,
0.960692,0.925168,0.795987,
0.959954,0.927813,0.810935,
0.959216,0.930458,0.825883,
0.958478,0.933103,0.840831,
0.95774,0.935748,0.855779,
0.957001,0.938393,0.870727,
0.956263,0.941038,0.885676,
0.955525,0.943684,0.900624,
0.954787,0.946329,0.915572,
0.954049,0.948974,0.93052,
0.953311,0.951619,0.945468,
0.949189,0.94947,0.950614,
0.941685,0.942528,0.945959,
0.934182,0.935586,0.941304,
0.926678,0.928644,0.93665,
0.919174,0.921702,0.931995,
0.91167,0.91476,0.92734,
0.904167,0.907818,0.922685,
0.896663,0.900876,0.918031,
0.889159,0.893934,0.913376,
0.881655,0.886992,0.908721,
0.874151,0.88005,0.904066,
0.866648,0.873108,0.899412,
0.859144,0.866166,0.894757,
0.85164,0.859224,0.890102,
0.844136,0.852282,0.885447,
0.836633,0.84534,0.880793,
0.829129,0.838398,0.876138,
0.821625,0.831456,0.871483,
0.814121,0.824514,0.866828,
0.806617,0.817572,0.862174,
0.799114,0.81063,0.857519,
0.79161,0.803688,0.852864,
0.784106,0.796746,0.848209,
0.776602,0.789804,0.843554,
0.769098,0.782862,0.8389,
0.761595,0.77592,0.834245,
0.754091,0.768978,0.82959,
0.746587,0.762036,0.824935,
0.739083,0.755094,0.820281,
0.731579,0.748152,0.815626,
0.724076,0.74121,0.810971,
0.716572,0.734268,0.806316,
0.709068,0.727326,0.801662,
0.701564,0.720384,0.797007,
0.694061,0.713442,0.792352,
0.686557,0.7065,0.787697,
0.679053,0.699558,0.783043,
0.671549,0.692616,0.778388,
0.664045,0.685674,0.773733,
0.656542,0.678732,0.769078,
0.649038,0.67179,0.764424,
0.641534,0.664848,0.759769,
0.63403,0.657906,0.755114,
0.626526,0.650964,0.750459,
0.619023,0.644022,0.745805,
0.611519,0.63708,0.74115,
0.604015,0.630138,0.736495,
0.596511,0.623196,0.73184,
0.589007,0.616254,0.727186,
0.581504,0.609312,0.722531,
0.574,0.60237,0.717876,
0.566496,0.595428,0.713221,
0.558992,0.588486,0.708567,
0.551489,0.581544,0.703912,
0.543985,0.574602,0.699257,
0.536481,0.56766,0.694602,
