1.25794e-05,-6.04372e-06,-2.22467e-05,-1.92438e-05,3.79578e-06,2.46527e-05,2.13089e-05,-2.17888e-06,
-2.20528e-05,-2.20575e-05,-4.95038e-06,1.6616e-05,2.76784e-05,1.57998e-05,-1.49447e-05,-3.68501e-05,
-2.35635e-05,1.53796e-05,4.07941e-05,2.79617e-05,-9.37524e-06,-3.97539e-05,-4.122e-05,-8.605e-06,
4.0754e-05,6.32921e-05,2.28894e-05,-5.49452e-05,-9.12668e-05,-4.08153e-05,5.05015e-05,9.64252e-05,
5.59962e-05,-4.66969e-05,-0.00014647,-0.000154798,-1.95452e-05,0.000167831,0.000189602,-6.13663e-05,
-0.000388494,-0.000457486,-0.000166466,0.000227502,0.000314294,-0.000193112,-0.00116435,-0.00178898,
-0.00104991,0.000673981,0.000752049,-0.00304274,-0.00799474,-0.00718598,0.0009648,0.00419715,
-0.0153337,-0.0569483,-0.0875857,-0.063468,0.0244767,0.128042,0.174212,0.128041,
0.0244756,-0.0634686,-0.0875856,-0.0569479,-0.0153333,0.00419728,0.00096478,-0.00718602,
-0.00799476,-0.00304274,0.000752044,0.000673988,-0.00104988,-0.00178895,-0.00116433,-0.000193121,
0.000314257,0.000227451,-0.000166495,-0.000457471,-0.000388444,-6.12919e-05,0.000189667,0.000167864,
-1.95749e-05,-0.000154903,-0.000146623,-4.68083e-05,5.60165e-05,9.65963e-05,5.07321e-05,-4.06787e-05,
-9.13185e-05,-5.51354e-05,2.27032e-05,6.32308e-05,4.08273e-05,-8.4939e-06,-4.11764e-05,-3.97874e-05,
-9.40637e-06,2.79847e-05,4.08635e-05,1.54279e-05,-2.35965e-05,-3.69276e-05,-1.49931e-05,1.58152e-05,
2.77147e-05,1.66189e-05,-4.9816e-06,-2.20802e-05,-2.2022e-05,-2.11242e-06,2.13557e-05,2.46503e-05,
3.75036e-06,-1.92816e-05,-2.22713e-05,-6.05224e-06,1.25794e-05,2.01104e-05 
