14	-1
15	6087
16	6086
17	6085
18	6084
19	6082
20	6080
21	6079
22	6078
23	6077
24	6076
25	6075
26	6074
27	6073
28	6072
29	6071
30	6070
31	6069
32	6068
33	6067
34	6066
35	6065
36	6064
37	6063
38	6062
39	6061
40	6060
41	6059
42	6058
43	6057
44	6056
45	6055
46	6054
47	6053
48	6052
49	6051
50	6050
51	6049
52	6048
53	6047
54	6046
55	6045
56	6044
57	6043
58	6042
59	6041
60	6040
61	6039
62	6038
63	6037
64	6036
65	6035
66	6034
67	6033
68	6031
69	6030
70	6029
71	6028
72	6027
73	6026
74	6025
75	6024
76	6023
77	6022
78	6021
79	6020
80	6019
81	6018
82	6017
83	6016
84	6015
85	6014
86	6013
87	6012
88	6011
89	6010
90	6009
91	6008
92	6007
93	6006
94	6004
95	6003
96	6002
97	6001
98	6000
99	5999
100	5998
101	5997
102	5996
103	5995
104	5994
105	5993
106	5992
107	5991
108	5990
109	5989
110	5988
111	5987
112	5986
113	5985
114	5984
115	5983
116	5982
117	5980
118	5979
119	5978
120	5976
121	5975
122	5974
123	5973
124	5971
125	5970
126	5969
127	5968
128	5967
129	5966
130	5965
131	5964
132	5963
133	5962
134	5961
135	5960
136	5959
137	5958
138	5957
139	5956
140	5955
141	5954
142	5953
143	5952
144	5951
145	5950
146	5949
147	5948
148	5947
149	5946
150	5945
151	5944
152	5943
153	5942
154	5941
155	5940
156	5939
157	5938
158	5937
159	5936
160	5935
161	5934
162	5933
163	5932
164	5931
165	5930
166	5929
167	5928
168	5927
169	5926
170	5925
171	5923
172	5922
173	5921
174	5920
175	5919
176	5918
177	5917
178	5916
179	5915
180	5914
181	5913
182	5912
183	5911
184	5910
185	5909
186	5908
187	5907
188	5906
189	5905
190	5904
191	5903
192	5902
193	5901
194	5900
195	5899
196	5898
197	5897
198	5896
199	5895
200	5894
201	5893
202	5892
203	5891
204	5890
205	5889
206	5888
207	5887
208	5886
209	5885
210	5884
211	-1
212	5882
213	-1
214	5880
215	5879
216	5878
217	5877
218	5876
219	5875
220	5874
221	5873
222	5872
223	5871
224	5870
225	-1
226	5868
227	5867
228	5866
229	5865
230	5864
231	5863
232	5862
233	5861
234	5860
235	5859
236	5858
237	5857
238	5856
239	5855
240	5854
241	5853
242	5852
243	5851
244	5850
245	5849
246	5848
247	5847
248	5846
249	5845
250	5844
251	5843
252	5842
253	5841
254	5840
255	5839
256	5838
257	5837
258	5836
259	5835
260	5834
261	5833
262	5832
263	5831
264	5830
265	5829
266	5828
267	5827
268	5826
269	5825
270	5824
271	5823
272	5822
273	5821
274	5820
275	5819
276	5818
277	5817
278	5816
279	-1
280	5814
281	5813
282	5812
283	5811
284	5810
285	5809
286	5808
287	5807
288	5806
289	5805
290	5804
291	5803
292	5802
293	5801
294	5800
295	5799
296	5798
297	5797
298	5796
299	5795
300	5794
301	5793
302	5792
303	5791
304	5790
305	5789
306	5788
307	5787
308	5786
309	5785
310	5784
311	5783
312	5782
313	5781
314	5780
315	5779
316	5778
317	5777
318	5776
319	5775
320	5774
321	5773
322	5772
323	5771
324	5770
325	5769
326	5768
327	5767
328	5766
329	5765
330	5764
331	5763
332	5762
333	5761
334	5760
335	-1
336	5758
337	5757
338	5756
339	5755
340	5754
341	5753
342	5752
343	5751
344	5750
345	5749
346	5748
347	5747
348	5746
349	5745
350	5744
351	5743
352	5742
353	5741
354	5740
355	5739
356	5738
357	5737
358	5736
359	5735
360	5734
361	5733
362	5732
363	5731
364	5730
365	5729
366	5728
367	5727
368	5726
369	5725
370	5724
371	5723
372	5722
373	5721
374	5720
375	5719
376	5718
377	5717
378	5716
379	5715
380	5714
381	5713
382	5712
383	5711
384	5710
385	5709
386	5708
387	-1
388	5706
389	5705
390	5704
391	5703
392	5702
393	5701
394	5700
395	5699
396	5698
397	5697
398	5696
399	5695
400	-1
401	5693
402	5692
403	5691
404	5690
405	5689
406	5688
407	5687
408	5686
409	5685
410	5684
411	5683
412	5682
413	5681
414	5680
415	5679
416	5678
417	5677
418	5676
419	5675
420	5674
421	5673
422	5672
423	5671
424	5670
425	5669
426	5668
427	5667
428	5666
429	5665
430	5664
431	5663
432	5662
433	5661
434	5660
435	5659
436	5658
437	5657
438	5656
439	5655
440	5654
441	5653
442	5652
443	5651
444	5650
445	5649
446	5648
447	5647
448	5646
449	5645
450	5644
451	5643
452	5642
453	5641
454	5640
455	5639
456	5638
457	5637
458	5636
459	5635
460	5634
461	5633
462	5632
463	5631
464	5630
465	5629
466	5628
467	5627
468	5626
469	5625
470	5624
471	5623
472	5622
473	5621
474	5620
475	5619
476	5618
477	5617
478	5616
479	5615
480	5614
481	5613
482	5612
483	5611
484	5610
