88	19.8
89	19.6
90	20.1
91	20.5
92	20.1
93	19.9
94	20.2
95	21.1
96	21.0
97	21.3
98	21.9
99	19.3
100	24.0
107	25.9
113	23.9
119	23.6
125	27.0
131	21.2
137	29.2
143	18.7
150	27.1
156	24.1
160	30.1
165	24.4
171	29.0
173	29.0
177	25.1
188	24.4
198	27.1
209	26.1
221	25.4
222	21.7
223	22.3
224	22.3
225	22.1
226	10.1
227	26.1
